"","pets","sex","status","sign","pets_dislike","pets_like","pets_has"
"17650","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"17651","likes dogs","f","single","libra",NA,"dogs",NA
"17652","likes dogs","m","single","taurus",NA,"dogs",NA
"17653","likes dogs","m","single","cancer",NA,"dogs",NA
"17654","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17655","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"17656","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"17657","has dogs and likes cats","m","single","libra",NA,"cats","dogs"
"17658",NA,"m","single","libra",NA,NA,NA
"17659","likes dogs and has cats","f","single","aries",NA,"dogs","cats"
"17660","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"17661",NA,"m","seeing someone","libra",NA,NA,NA
"17662",NA,"f","single","leo",NA,NA,NA
"17663",NA,"m","single","cancer",NA,NA,NA
"17664","likes dogs and likes cats","f","seeing someone","sagittarius",NA,"dogs/cats",NA
"17665","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"17666","has dogs and has cats","m","single","cancer",NA,NA,"dogs/cats"
"17667","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"17668","has cats","f","single","virgo",NA,NA,"cats"
"17669","has dogs and likes cats","m","single","leo",NA,"cats","dogs"
"17670","has dogs","f","seeing someone","capricorn",NA,NA,"dogs"
"17671","likes dogs and has cats","f","single","pisces",NA,"dogs","cats"
"17672",NA,"f","single","gemini",NA,NA,NA
"17673","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"17674","likes dogs","m","single","pisces",NA,"dogs",NA
"17675","likes dogs and likes cats","f","seeing someone","taurus",NA,"dogs/cats",NA
"17676","likes dogs","m","single","taurus",NA,"dogs",NA
"17677","has dogs and has cats","m","single","pisces",NA,NA,"dogs/cats"
"17678","likes dogs and likes cats","f","seeing someone","sagittarius",NA,"dogs/cats",NA
"17679",NA,"m","single","cancer",NA,NA,NA
"17680","likes dogs","m","single","aquarius",NA,"dogs",NA
"17681","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"17682","has dogs and has cats","m","single","aries",NA,NA,"dogs/cats"
"17683","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"17684",NA,"f","seeing someone","gemini",NA,NA,NA
"17685","likes dogs","m","seeing someone","cancer",NA,"dogs",NA
"17686","likes dogs and likes cats","f","married","taurus",NA,"dogs/cats",NA
"17687","has dogs","f","single","scorpio",NA,NA,"dogs"
"17688","has dogs and likes cats","m","single","scorpio",NA,"cats","dogs"
"17689","dislikes dogs and likes cats","m","single","virgo","dogs","dogs/cats",NA
"17690","likes dogs and has cats","f","single","virgo",NA,"dogs","cats"
"17691","likes dogs and likes cats","f","single","pisces",NA,"dogs/cats",NA
"17692","likes dogs and dislikes cats","m","single","gemini","cats","dogs",NA
"17693","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"17694","likes dogs and has cats","m","single","gemini",NA,"dogs","cats"
"17695","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"17696","has dogs and has cats","f","single","gemini",NA,NA,"dogs/cats"
"17697","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"17698",NA,"m","single","sagittarius",NA,NA,NA
"17699",NA,"f","single","scorpio",NA,NA,NA
"17700","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"17701","has dogs","f","single","pisces",NA,NA,"dogs"
"17702",NA,"m","single","scorpio",NA,NA,NA
"17703","has dogs and likes cats","f","single","taurus",NA,"cats","dogs"
"17704",NA,"f","single","sagittarius",NA,NA,NA
"17705",NA,"f","single","aquarius",NA,NA,NA
"17706","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"17707","has dogs","f","single","pisces",NA,NA,"dogs"
"17708","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"17709","likes dogs and likes cats","m","seeing someone","capricorn",NA,"dogs/cats",NA
"17710",NA,"f","single","capricorn",NA,NA,NA
"17711","likes dogs and likes cats","f","seeing someone","capricorn",NA,"dogs/cats",NA
"17712",NA,"f","single","aquarius",NA,NA,NA
"17713",NA,"f","single","capricorn",NA,NA,NA
"17714","likes dogs and has cats","m","single","sagittarius",NA,"dogs","cats"
"17715","has dogs","f","single","leo",NA,NA,"dogs"
"17716","likes dogs","f","single","aquarius",NA,"dogs",NA
"17717","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"17718","likes dogs","f","single","gemini",NA,"dogs",NA
"17719",NA,"m","single","gemini",NA,NA,NA
"17720","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"17721","likes dogs and likes cats","f","single","gemini",NA,"dogs/cats",NA
"17722","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"17723","likes cats","f","single","scorpio",NA,"cats",NA
"17724","has dogs and has cats","m","single","cancer",NA,NA,"dogs/cats"
"17725",NA,"f","single","taurus",NA,NA,NA
"17726","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17727","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17728","likes dogs and has cats","m","single","gemini",NA,"dogs","cats"
"17729","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"17730","likes dogs","f","single","gemini",NA,"dogs",NA
"17731","has dogs and likes cats","f","single","libra",NA,"cats","dogs"
"17732","has dogs and has cats","f","single","libra",NA,NA,"dogs/cats"
"17733","likes dogs and has cats","f","single","taurus",NA,"dogs","cats"
"17734","has dogs","m","single","capricorn",NA,NA,"dogs"
"17735","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"17736",NA,"m","single","cancer",NA,NA,NA
"17737","likes cats","f","single","leo",NA,"cats",NA
"17738","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"17739","likes dogs and dislikes cats","m","single","virgo","cats","dogs",NA
"17740","likes dogs and likes cats","f","single","capricorn",NA,"dogs/cats",NA
"17741","has dogs and likes cats","m","available","libra",NA,"cats","dogs"
"17742",NA,"m","single","sagittarius",NA,NA,NA
"17743","likes dogs and has cats","m","seeing someone","capricorn",NA,"dogs","cats"
"17744","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"17745","likes dogs and dislikes cats","m","single","cancer","cats","dogs",NA
"17746","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"17747","likes dogs","m","single","leo",NA,"dogs",NA
"17748","has dogs and has cats","f","single","libra",NA,NA,"dogs/cats"
"17749","likes dogs","m","available","capricorn",NA,"dogs",NA
"17750",NA,"m","single","aquarius",NA,NA,NA
"17751","likes dogs and has cats","m","single","taurus",NA,"dogs","cats"
"17752","likes dogs and likes cats","m","seeing someone","scorpio",NA,"dogs/cats",NA
"17753",NA,"f","single","cancer",NA,NA,NA
"17754","likes cats","m","single","gemini",NA,"cats",NA
"17755",NA,"f","single","aquarius",NA,NA,NA
"17756","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"17757",NA,"f","single","cancer",NA,NA,NA
"17758",NA,"m","single","virgo",NA,NA,NA
"17759","has dogs and has cats","f","single","aries",NA,NA,"dogs/cats"
"17760","likes dogs and likes cats","m","single","gemini",NA,"dogs/cats",NA
"17761","dislikes cats","m","single","gemini","cats","cats",NA
"17762","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"17763",NA,"m","single","scorpio",NA,NA,NA
"17764","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"17765","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"17766",NA,"m","single","sagittarius",NA,NA,NA
"17767",NA,"m","single","gemini",NA,NA,NA
"17768","likes cats","f","single","libra",NA,"cats",NA
"17769","likes dogs and likes cats","m","available","taurus",NA,"dogs/cats",NA
"17770","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"17771","likes dogs and has cats","f","single","virgo",NA,"dogs","cats"
"17772","likes dogs and likes cats","m","available","aries",NA,"dogs/cats",NA
"17773","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"17774","likes dogs","m","single","capricorn",NA,"dogs",NA
"17775",NA,"f","single","capricorn",NA,NA,NA
"17776",NA,"m","single","capricorn",NA,NA,NA
"17777",NA,"m","single","pisces",NA,NA,NA
"17778","has dogs","m","single","virgo",NA,NA,"dogs"
"17779","likes dogs and dislikes cats","f","single","virgo","cats","dogs",NA
"17780",NA,"m","single","pisces",NA,NA,NA
"17781","likes dogs and has cats","f","seeing someone","gemini",NA,"dogs","cats"
"17782",NA,"f","single","taurus",NA,NA,NA
"17783",NA,"m","single","aquarius",NA,NA,NA
"17784","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"17785","likes dogs and likes cats","f","seeing someone","cancer",NA,"dogs/cats",NA
"17786","has dogs","m","single","pisces",NA,NA,"dogs"
"17787","dislikes dogs and likes cats","f","available","scorpio","dogs","dogs/cats",NA
"17788","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"17789","likes dogs and has cats","f","seeing someone","cancer",NA,"dogs","cats"
"17790",NA,"m","single","pisces",NA,NA,NA
"17791","has dogs and has cats","f","single","aquarius",NA,NA,"dogs/cats"
"17792","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"17793",NA,"m","single","gemini",NA,NA,NA
"17794","likes dogs and likes cats","m","available","aquarius",NA,"dogs/cats",NA
"17795","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17796","likes dogs and has cats","f","single","libra",NA,"dogs","cats"
"17797",NA,"m","single","taurus",NA,NA,NA
"17798","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"17799","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"17800","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"17801","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17802",NA,"m","single","pisces",NA,NA,NA
"17803","likes dogs","m","single","gemini",NA,"dogs",NA
"17804","likes dogs","f","single","virgo",NA,"dogs",NA
"17805","likes dogs","m","single","aquarius",NA,"dogs",NA
"17806",NA,"m","single","aquarius",NA,NA,NA
"17807","has cats","f","single","taurus",NA,NA,"cats"
"17808","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"17809","likes dogs","m","seeing someone","gemini",NA,"dogs",NA
"17810",NA,"m","single","libra",NA,NA,NA
"17811","likes dogs","m","single","gemini",NA,"dogs",NA
"17812","likes dogs and has cats","m","single","sagittarius",NA,"dogs","cats"
"17813","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"17814","dislikes dogs and likes cats","m","single","scorpio","dogs","dogs/cats",NA
"17815","has dogs","m","single","leo",NA,NA,"dogs"
"17816","likes dogs and dislikes cats","f","single","pisces","cats","dogs",NA
"17817","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"17818","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"17819","has cats","m","single","pisces",NA,NA,"cats"
"17820","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"17821",NA,"m","single","libra",NA,NA,NA
"17822","has dogs and has cats","m","single","pisces",NA,NA,"dogs/cats"
"17823","has dogs and likes cats","m","single","pisces",NA,"cats","dogs"
"17824",NA,"f","single","aries",NA,NA,NA
"17825","has dogs","m","single","pisces",NA,NA,"dogs"
"17826","dislikes dogs and dislikes cats","m","single","taurus","dogs/cats","dogs",NA
"17827",NA,"f","single","leo",NA,NA,NA
"17828","likes dogs","m","single","libra",NA,"dogs",NA
"17829","likes dogs and likes cats","f","seeing someone","leo",NA,"dogs/cats",NA
"17830","has dogs","m","single","cancer",NA,NA,"dogs"
"17831","likes dogs","m","single","libra",NA,"dogs",NA
"17832",NA,"m","single","virgo",NA,NA,NA
"17833","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"17834",NA,"f","single","taurus",NA,NA,NA
"17835",NA,"f","single","cancer",NA,NA,NA
"17836",NA,"m","single","pisces",NA,NA,NA
"17837",NA,"m","single","pisces",NA,NA,NA
"17838","likes dogs and dislikes cats","f","single","capricorn","cats","dogs",NA
"17839","has dogs and dislikes cats","m","single","pisces","cats","cats","dogs"
"17840","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"17841","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"17842","likes dogs and likes cats","f","single","gemini",NA,"dogs/cats",NA
"17843","has dogs","m","single","cancer",NA,NA,"dogs"
"17844","has cats","f","single","gemini",NA,NA,"cats"
"17845","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17846","likes cats","m","single","gemini",NA,"cats",NA
"17847","likes dogs and likes cats","f","seeing someone","aquarius",NA,"dogs/cats",NA
"17848","likes dogs and has cats","f","single","aries",NA,"dogs","cats"
"17849",NA,"f","single","cancer",NA,NA,NA
"17850","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"17851","likes dogs","f","single","pisces",NA,"dogs",NA
"17852","dislikes dogs and likes cats","m","single","scorpio","dogs","dogs/cats",NA
"17853","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"17854","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"17855",NA,"m","single","scorpio",NA,NA,NA
"17856","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"17857","likes dogs","m","single","leo",NA,"dogs",NA
"17858",NA,"f","single","sagittarius",NA,NA,NA
"17859",NA,"m","single","pisces",NA,NA,NA
"17860","likes dogs","m","single","taurus",NA,"dogs",NA
"17861","likes dogs and likes cats","f","single","gemini",NA,"dogs/cats",NA
"17862","likes dogs and likes cats","f","single","gemini",NA,"dogs/cats",NA
"17863","has dogs","f","single","cancer",NA,NA,"dogs"
"17864","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17865",NA,"m","single","pisces",NA,NA,NA
"17866",NA,"m","single","aries",NA,NA,NA
"17867","likes dogs and has cats","m","available","aquarius",NA,"dogs","cats"
"17868","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"17869","has cats","m","available","leo",NA,NA,"cats"
"17870",NA,"f","single","cancer",NA,NA,NA
"17871","likes dogs","f","single","aquarius",NA,"dogs",NA
"17872",NA,"m","single","pisces",NA,NA,NA
"17873","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"17874","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"17875",NA,"m","single","scorpio",NA,NA,NA
"17876","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17877","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"17878",NA,"m","single","leo",NA,NA,NA
"17879",NA,"m","single","sagittarius",NA,NA,NA
"17880","has dogs and has cats","f","single","virgo",NA,NA,"dogs/cats"
"17881","likes dogs","m","single","sagittarius",NA,"dogs",NA
"17882","has dogs and has cats","f","single","virgo",NA,NA,"dogs/cats"
"17883","has dogs and dislikes cats","m","single","gemini","cats","cats","dogs"
"17884","likes dogs","f","single","aries",NA,"dogs",NA
"17885","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"17886","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"17887","has dogs and likes cats","f","single","libra",NA,"cats","dogs"
"17888","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"17889","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"17890",NA,"f","single","aries",NA,NA,NA
"17891",NA,"f","single","aries",NA,NA,NA
"17892",NA,"f","single","virgo",NA,NA,NA
"17893","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"17894","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"17895","has dogs and likes cats","m","single","gemini",NA,"cats","dogs"
"17896","has dogs and has cats","m","single","aquarius",NA,NA,"dogs/cats"
"17897","likes dogs","m","single","virgo",NA,"dogs",NA
"17898",NA,"f","single","pisces",NA,NA,NA
"17899","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"17900","has cats","f","single","gemini",NA,NA,"cats"
"17901","likes cats","m","single","libra",NA,"cats",NA
"17902","dislikes dogs and has cats","f","single","capricorn","dogs","dogs","cats"
"17903",NA,"m","single","pisces",NA,NA,NA
"17904","likes dogs","f","single","aquarius",NA,"dogs",NA
"17905",NA,"m","married","libra",NA,NA,NA
"17906","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"17907","likes dogs and likes cats","f","single","capricorn",NA,"dogs/cats",NA
"17908","likes dogs","m","single","leo",NA,"dogs",NA
"17909","likes dogs","f","single","taurus",NA,"dogs",NA
"17910","likes dogs and dislikes cats","m","single","pisces","cats","dogs",NA
"17911","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"17912",NA,"m","single","leo",NA,NA,NA
"17913","likes dogs and likes cats","f","single","aquarius",NA,"dogs/cats",NA
"17914",NA,"m","single","taurus",NA,NA,NA
"17915","has dogs","m","single","libra",NA,NA,"dogs"
"17916",NA,"f","single","virgo",NA,NA,NA
"17917","dislikes cats","m","single","virgo","cats","cats",NA
"17918","has dogs and likes cats","f","single","libra",NA,"cats","dogs"
"17919","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
